cpu_usage,memory_usage,response_time,error_count,disk_usage,network_latency,failure
73,41,143,3,80,226,0
31,31,118,1,51,21,1
69,64,114,8,30,223,0
73,66,242,2,37,88,1
81,22,490,5,64,195,0
20,56,111,4,40,136,0
23,96,69,1,31,291,0
69,71,290,0,39,98,0
39,63,252,8,26,99,1
44,38,459,2,21,188,1
94,31,349,6,62,136,0
46,74,244,8,40,86,0
14,38,111,8,48,116,0
92,57,156,9,51,55,0
87,14,174,5,64,298,0
35,44,350,7,78,193,0
71,83,316,8,22,212,0
13,92,251,2,58,153,0
98,80,211,5,70,269,0
51,55,393,4,27,285,0
98,44,351,6,65,117,0
27,54,161,6,85,40,1
49,22,386,8,25,115,0
81,19,81,0,77,175,0
48,75,147,5,60,82,0
23,79,296,4,73,32,0
41,81,310,3,60,49,0
60,34,240,9,67,146,0
47,53,78,0,89,19,0
32,69,97,3,46,132,0
72,56,299,9,66,171,0
24,49,275,6,42,157,0
34,16,321,3,33,67,1
26,55,202,0,80,63,1
75,32,377,9,86,207,0
87,92,334,0,44,161,0
62,55,229,0,84,7,0
60,95,351,9,43,43,0
48,22,202,4,72,282,0
60,30,283,6,69,105,0
79,10,72,8,20,173,1
15,28,467,7,58,24,0
76,69,143,1,63,145,0
16,42,419,8,24,279,0
60,13,294,3,87,197,1
81,12,339,9,84,156,0
51,61,209,4,34,240,0
73,37,422,4,69,298,0
24,79,334,3,25,212,1
38,79,58,5,85,41,0
42,64,499,0,88,82,0
36,66,234,1,58,176,0
45,96,344,3,48,49,0
38,25,184,3,65,88,0
47,33,159,7,50,97,0
66,78,118,8,43,158,0
36,50,185,3,34,110,0
64,86,145,5,39,213,0
42,56,168,3,23,208,0
77,85,423,3,77,252,0
95,78,323,8,80,230,0
75,40,407,3,29,52,0
19,39,415,5,60,250,0
14,27,387,8,72,35,0
83,53,226,2,67,187,1
47,36,410,6,34,261,0
22,35,286,6,26,130,0
40,69,321,0,62,223,0
56,27,326,1,23,249,0
97,98,187,4,70,143,1
61,65,411,7,78,231,0
65,40,181,5,60,261,0
24,68,93,6,80,259,1
38,11,172,2,49,74,0
17,48,185,5,37,70,0
14,70,416,8,49,6,0
38,72,422,2,26,273,0
56,27,175,5,71,133,0
77,26,488,6,67,150,0
85,48,324,4,42,117,0
54,80,113,9,56,292,0
11,63,345,7,72,100,0
36,85,281,7,64,271,0
45,44,100,5,68,12,0
45,20,186,6,68,224,1
35,70,207,2,66,217,0
52,53,105,6,44,106,1
36,77,130,6,46,170,0
78,34,281,3,31,266,0
29,57,477,9,42,6,0
20,41,492,3,36,206,0
83,93,448,2,63,187,0
47,13,375,9,43,263,1
15,47,177,6,79,232,0
81,72,175,4,72,204,0
32,56,366,2,35,30,0
56,10,129,5,44,106,0
99,12,426,5,85,140,0
55,95,406,5,69,201,0
21,71,456,1,88,34,0
99,73,382,9,59,137,0
22,26,224,6,25,260,0
71,87,194,6,83,24,0
91,71,490,9,47,25,0
98,44,175,3,28,45,0
69,22,231,5,25,156,0
52,44,268,3,36,6,0
85,52,485,3,59,48,0
77,11,327,5,64,45,0
14,65,132,8,62,267,0
46,86,472,6,65,298,0
81,60,190,1,82,177,0
40,63,383,5,20,13,0
18,25,144,4,78,57,0
60,27,414,5,82,288,0
38,16,243,7,37,132,1
87,54,159,7,84,23,0
49,45,101,2,39,136,0
50,50,152,8,75,17,0
95,51,150,5,73,224,0
20,16,191,6,67,271,0
32,24,250,8,73,249,0
10,69,368,6,35,262,1
55,49,248,9,39,144,0
30,92,333,8,66,251,0
99,46,266,0,26,236,0
45,75,95,0,42,60,0
63,64,77,2,52,92,0
96,86,51,8,59,258,1
66,89,432,0,24,56,0
10,65,66,0,64,251,0
72,53,364,4,60,256,0
63,66,485,7,27,129,0
64,15,437,1,69,205,0
49,41,126,3,50,136,0
24,83,436,5,23,181,0
30,27,420,0,85,56,0
56,77,214,3,75,38,1
82,82,146,3,24,26,0
62,16,154,8,73,145,1
18,17,73,8,20,275,0
83,73,249,5,80,172,0
61,16,84,7,26,42,0
66,50,51,9,49,250,1
35,49,338,3,34,239,0
50,12,381,9,23,59,0
44,26,391,7,82,124,0
72,75,187,2,89,70,0
34,88,386,1,57,170,0
99,61,111,5,66,214,0
84,31,348,4,79,79,0
47,13,246,7,21,138,0
11,15,426,0,88,269,0
16,47,108,9,27,178,0
91,35,314,2,70,247,1
43,20,382,6,38,93,0
26,99,237,9,50,254,0
52,26,112,3,41,35,0
68,97,357,9,52,281,0
60,40,328,4,56,42,0
63,86,79,7,31,142,0
33,44,220,0,88,80,1
34,25,70,0,83,257,0
80,88,348,6,44,83,0
61,27,250,8,73,42,0
79,71,184,3,48,167,0
97,36,321,7,32,132,1
42,44,72,9,45,162,0
58,54,491,6,41,87,0
38,44,136,1,29,221,0
72,37,80,4,67,206,0
31,18,170,8,61,282,0
35,85,118,8,78,156,0
37,24,183,2,72,30,1
94,30,420,2,59,258,0
58,61,498,1,81,255,0
80,44,364,6,25,171,0
90,60,461,5,23,144,1
93,92,195,4,74,233,0
58,64,382,6,88,77,0
29,96,443,3,22,240,0
95,86,312,4,26,199,1
72,53,342,8,31,92,0
70,74,478,8,36,101,0
58,97,135,3,86,170,0
80,89,65,5,89,207,1
10,34,265,1,55,191,1
22,96,165,2,36,279,0
96,56,167,8,20,24,1
60,89,319,5,86,77,0
65,65,444,7,68,86,0
92,47,392,4,70,31,0
71,20,211,1,62,145,1
41,76,237,6,50,51,0
39,24,153,5,43,116,0
38,10,190,1,56,239,0
58,16,216,5,84,155,0
54,10,349,7,82,130,0
39,58,77,0,75,11,0
25,82,473,3,37,54,0
49,38,321,0,84,70,0
28,35,99,1,48,171,1
27,96,420,0,23,256,0
10,54,205,5,31,267,0
87,80,373,5,75,200,0
56,21,397,0,67,187,0
75,41,170,3,38,268,0
47,29,493,3,45,292,0
60,60,189,7,57,279,1
72,90,65,5,44,122,0
13,45,358,1,75,281,0
10,76,487,4,47,136,1
17,10,98,3,80,151,1
38,36,213,9,70,33,0
64,49,111,3,31,229,0
12,93,389,7,27,143,0
41,23,203,4,77,293,0
19,78,361,2,42,285,0
83,96,425,9,56,30,0
92,88,395,3,30,296,0
43,15,199,0,36,271,0
96,42,425,5,75,290,0
64,64,122,9,72,101,0
41,28,118,3,86,142,0
59,86,226,5,21,285,0
16,38,403,1,48,100,0
17,70,51,4,76,61,0
74,79,358,8,53,127,0
66,88,168,7,21,235,0
76,89,56,2,50,294,0
97,33,304,0,63,90,0
96,32,453,9,75,55,0
68,19,463,2,73,232,0
81,63,124,7,72,10,0
63,50,400,2,65,277,0
76,58,244,4,73,6,0
60,26,236,1,50,280,0
17,65,499,0,43,95,0
43,54,52,9,44,266,0
44,39,233,4,54,246,0
97,53,384,4,76,250,0
87,83,322,5,88,83,0
41,64,417,1,47,62,1
55,28,101,8,52,229,1
25,38,312,1,72,206,0
77,11,417,1,35,10,0
46,45,182,4,45,34,0
63,28,274,8,31,155,0
94,16,359,3,50,40,0
23,35,110,5,46,114,0
64,88,414,1,55,125,1
57,47,65,3,78,245,0
91,12,278,8,22,263,0
16,89,244,1,51,94,0
83,75,300,0,34,34,0
16,80,492,3,85,241,0
42,52,352,3,82,174,0
32,71,97,0,20,153,0
94,80,284,3,24,92,0
28,33,170,2,25,8,0
28,48,369,1,24,256,0
45,77,99,9,47,55,1
38,53,90,3,88,28,1
69,14,71,7,63,50,0
91,64,420,6,35,120,1
11,39,231,8,41,31,0
10,38,54,7,42,99,0
56,35,194,0,62,103,0
78,92,406,1,87,120,0
29,35,127,1,62,280,1
20,46,280,7,45,99,0
11,62,346,3,60,203,0
76,39,397,8,89,150,0
96,12,258,1,50,159,0
21,52,212,3,36,274,0
29,16,217,0,28,280,1
14,58,327,2,74,260,0
46,82,286,5,25,49,0
47,50,225,8,89,5,0
18,86,102,0,83,151,0
62,88,398,4,23,299,1
53,63,59,1,86,159,1
95,78,195,6,75,60,0
33,36,276,3,37,230,0
90,17,285,4,51,11,0
83,41,291,7,67,24,1
39,93,354,1,48,163,0
68,73,120,2,51,83,0
96,19,207,4,44,5,0
90,22,68,9,82,233,0
90,72,104,3,28,217,0
23,44,493,4,33,287,0
18,70,264,2,39,252,1
49,63,258,8,29,123,1
75,17,70,7,30,231,0
34,38,331,5,58,28,1
82,50,298,0,38,194,0
31,39,77,3,38,61,0
13,95,472,6,62,93,0
35,30,466,9,80,279,0
67,85,345,4,89,113,1
38,20,260,3,84,145,0
96,11,334,8,42,289,1
46,59,69,7,79,248,0
84,50,69,2,29,78,0
79,75,379,5,82,266,0
27,12,445,3,21,180,1
94,89,169,6,55,234,0
51,60,146,0,76,80,0
50,77,169,0,85,187,1
47,96,74,5,39,278,0
43,93,202,9,61,281,0
26,34,294,6,40,231,0
46,39,309,8,85,169,0
34,91,53,6,57,279,1
85,20,442,8,88,221,0
96,26,192,9,43,194,0
95,35,331,8,45,22,0
94,32,384,7,21,236,1
36,65,395,6,65,188,1
66,61,269,2,53,110,0
40,57,376,2,81,247,0
15,29,209,4,60,57,1
49,11,125,6,34,230,0
21,97,148,9,74,206,1
62,40,229,6,22,90,0
80,36,176,0,57,54,0
19,11,81,7,70,264,0
54,87,314,0,36,199,0
26,13,383,3,68,252,0
35,22,62,1,40,60,0
94,44,489,4,43,181,0
71,81,429,5,59,154,0
55,75,477,3,39,17,0
73,15,401,3,54,293,1
11,40,388,6,67,68,1
63,19,463,3,52,109,0
74,30,449,1,75,243,0
60,83,445,3,60,38,1
62,32,251,6,73,43,0
45,12,499,0,63,229,0
35,41,67,3,30,133,0
38,29,446,5,33,137,1
30,83,142,7,61,44,0
20,38,329,7,31,225,0
49,61,407,8,36,98,0
20,55,445,4,44,103,0
45,43,365,1,45,64,0
68,93,109,2,66,133,0
48,70,263,1,44,136,0
63,81,149,8,79,73,0
64,80,50,5,79,18,0
33,79,92,0,46,155,0
31,20,360,2,62,178,0
78,91,217,6,39,296,0
65,98,241,6,82,200,0
42,72,83,4,44,36,0
45,30,83,2,46,77,1
29,12,225,6,71,198,0
92,91,466,4,29,54,0
90,97,245,5,69,61,0
71,19,207,2,49,121,0
82,36,294,5,20,196,1
35,21,415,6,73,221,0
75,16,389,7,23,115,0
82,26,395,1,26,93,0
82,74,384,1,49,161,1
49,73,120,5,84,73,0
26,35,376,7,48,274,0
10,24,163,4,44,229,0
98,42,334,0,59,9,0
70,71,456,0,45,247,1
52,56,467,9,36,122,0
51,44,192,8,50,176,0
34,74,146,3,80,147,1
48,81,358,9,27,261,1
44,85,450,0,88,82,0
12,92,369,7,20,61,0
53,34,261,1,65,24,1
60,66,366,1,39,18,1
21,41,234,0,59,210,1
28,72,254,0,21,241,0
53,21,413,8,80,185,0
68,72,265,0,49,295,0
58,86,295,5,49,193,0
70,10,288,6,64,151,0
26,60,342,3,43,46,0
83,79,440,4,75,5,0
66,17,57,3,80,108,0
64,77,127,3,32,259,0
56,14,373,9,75,213,0
21,98,326,0,34,222,1
71,95,494,5,30,82,0
89,48,251,9,31,55,0
97,32,263,9,22,292,0
92,77,143,6,43,104,0
17,61,124,6,28,216,0
30,13,206,7,65,241,1
90,56,202,6,79,299,0
96,30,491,5,30,161,0
89,65,191,7,29,18,0
79,75,127,2,22,120,0
81,68,371,8,38,143,0
34,16,231,2,21,79,0
91,58,244,3,36,28,1
98,25,207,9,21,181,1
21,26,195,5,72,59,0
24,93,103,7,35,217,0
68,96,405,2,29,167,0
35,84,326,9,87,168,0
35,43,358,5,62,93,0
56,42,132,4,77,19,0
41,35,449,4,79,126,0
19,75,205,4,43,182,1
25,72,53,8,35,273,0
80,96,360,6,28,109,0
26,50,320,8,25,163,0
32,95,113,8,84,9,0
35,67,498,5,43,145,0
94,88,161,5,29,173,0
95,19,288,3,46,21,0
16,24,193,7,22,36,0
23,51,423,1,57,9,0
88,66,69,4,36,141,0
16,96,113,0,67,111,0
18,26,338,9,68,166,0
57,69,130,1,62,261,0
81,18,246,0,26,172,0
68,45,431,5,87,292,0
96,82,118,1,40,249,0
91,89,235,3,44,117,0
48,45,216,4,80,182,0
27,57,254,6,47,194,0
68,60,213,9,71,15,0
26,79,143,0,32,27,1
23,83,298,4,53,123,0
40,89,117,3,86,286,0
33,77,392,6,23,73,0
69,31,70,9,63,138,0
54,86,368,6,34,257,1
12,89,134,7,27,55,1
46,15,439,3,24,47,0
52,35,73,3,85,145,0
49,84,160,9,65,29,0
99,97,486,4,84,274,0
64,12,400,4,85,108,0
96,61,132,2,45,299,1
48,83,407,4,50,157,0
24,69,127,4,70,165,0
13,72,483,7,60,287,0
95,74,429,6,70,49,0
34,61,189,7,38,291,0
22,99,489,4,22,170,0
91,85,425,1,57,211,1
42,23,320,7,89,112,0
25,98,388,8,64,69,0
51,81,473,1,60,271,0
75,77,218,0,44,189,0
64,37,246,5,69,228,0
51,80,311,2,20,157,1
43,19,264,0,73,293,0
39,66,116,5,32,289,0
22,75,278,7,59,190,0
22,99,210,8,40,230,0
27,59,476,5,60,204,0
41,23,171,5,80,15,0
48,25,198,0,52,281,0
55,63,389,4,48,7,0
38,52,242,2,74,282,0
71,51,280,6,51,66,0
71,90,160,8,30,9,1
66,31,194,5,71,13,0
25,77,270,4,55,62,0
65,28,441,6,50,284,0
19,75,113,8,33,242,1
39,48,175,4,82,131,1
34,82,267,4,71,241,0
93,28,333,9,73,223,0
14,25,403,3,69,182,0
74,63,446,4,73,153,0
58,34,285,6,54,42,0
12,27,62,2,49,122,0
54,32,471,3,74,101,0
23,94,202,8,20,21,0
39,20,288,1,34,283,0
77,48,239,7,44,158,0
27,77,200,8,39,98,0
71,34,135,4,35,179,0
46,72,70,6,71,33,0
34,39,231,5,84,38,0
57,54,368,0,89,14,0
74,99,207,7,20,280,0
62,70,416,8,35,294,0
88,60,125,9,46,105,1
82,18,378,0,37,145,0
24,85,465,7,63,91,0
58,11,252,2,69,132,0
97,14,278,5,33,210,1
77,71,201,9,71,93,1
21,78,312,7,69,86,0
68,61,121,4,36,216,0
46,95,274,7,22,123,0
70,14,434,6,81,140,0
52,68,180,6,40,265,0
79,77,409,6,52,280,0
48,18,77,8,20,212,0
65,31,348,5,89,247,1
72,36,146,5,75,104,0
55,19,95,8,23,119,0
97,89,50,5,41,20,0
20,70,215,6,77,8,0
71,60,294,6,63,270,0
86,19,268,1,76,52,0
34,15,151,7,59,227,0
80,71,340,5,75,208,1
61,14,253,3,82,24,0
13,79,251,6,58,292,1
68,72,103,7,26,198,1
81,65,329,0,33,15,0
29,68,461,9,37,24,0
72,72,327,3,74,283,0
63,98,65,3,75,39,0
83,68,62,9,76,270,0
66,60,405,8,77,236,0
99,59,405,5,44,42,0
50,13,367,3,89,87,0
12,57,476,0,22,36,0
15,41,136,7,40,58,0
14,60,127,8,51,229,0
14,61,465,4,21,111,0
63,83,116,4,39,29,1
56,43,396,9,37,49,0
96,45,260,7,73,122,0
58,79,263,7,55,298,0
18,52,234,4,80,129,0
29,25,498,3,79,40,0
70,68,482,5,55,171,0
44,62,82,9,63,273,0
59,28,164,4,87,198,0
91,98,324,7,85,128,0
71,50,469,8,63,275,0
26,90,247,0,48,62,0
97,56,429,8,67,63,0
12,63,192,8,55,221,0
41,64,277,5,27,73,0
22,28,169,9,24,248,0
98,71,402,4,66,107,0
82,68,73,6,62,9,0
77,74,76,7,29,268,0
23,77,482,8,29,245,0
20,37,124,8,25,226,0
65,27,290,9,35,233,0
76,35,72,2,79,36,1
38,28,210,7,45,28,0
18,64,90,0,40,191,0
76,66,287,6,77,132,0
34,15,288,4,60,116,0
85,10,105,1,49,298,0
51,17,462,1,24,153,0
18,60,464,7,29,155,0
88,94,498,4,30,178,0
49,97,147,2,82,201,0
34,34,195,0,26,259,0
14,56,311,6,78,172,0
20,64,485,2,31,86,0
68,73,89,6,83,74,0
97,92,242,1,60,17,0
88,19,288,3,79,123,0
47,65,91,1,47,216,0
81,21,271,3,82,106,0
14,42,245,4,22,281,0
57,80,337,7,51,200,0
99,26,59,1,40,81,0
27,70,284,9,74,209,0
79,19,374,2,37,233,0
46,40,314,9,72,193,0
69,69,118,4,80,103,0
57,79,494,8,69,222,1
86,26,188,9,27,198,0
37,59,404,4,31,47,0
78,46,268,8,70,128,0
86,91,245,3,85,24,0
90,71,123,9,60,172,0
49,99,152,4,41,50,0
54,89,274,8,28,227,0
71,81,172,3,30,83,1
67,97,151,4,32,174,0
76,86,313,4,75,250,0
65,38,482,3,47,275,0
49,41,457,3,83,103,0
49,97,210,4,83,145,0
86,89,282,5,89,113,1
42,20,324,6,74,141,0
15,15,307,5,56,125,0
97,44,360,0,52,103,0
28,42,188,1,44,70,0
89,27,276,6,42,148,0
49,46,322,2,79,114,0
68,22,475,9,75,134,0
68,83,366,1,82,261,1
57,99,436,5,27,214,0
50,90,135,3,36,250,1
22,73,340,4,76,158,0
54,10,266,5,81,137,0
98,72,408,2,30,25,0
62,98,115,0,86,39,0
51,43,306,2,59,228,0
72,19,184,2,59,128,0
36,93,453,5,75,244,0
47,16,476,3,72,8,0
69,65,424,6,47,127,0
16,89,439,1,61,46,1
14,46,104,3,65,173,0
54,38,405,7,37,284,1
67,21,292,5,42,229,1
40,26,301,9,45,189,0
32,57,70,2,48,15,0
51,93,356,9,71,177,0
19,35,479,1,65,100,0
41,92,212,2,20,282,0
62,21,405,0,82,143,0
39,30,313,0,35,170,0
48,51,117,1,44,191,1
40,70,156,2,81,90,0
91,67,449,8,35,235,1
11,63,116,7,88,142,0
87,43,248,8,89,23,0
86,16,241,6,53,160,0
21,44,51,6,72,99,0
48,24,306,4,42,21,0
75,74,491,6,62,284,0
22,99,50,3,63,265,0
55,34,407,4,51,164,1
36,68,164,0,42,85,0
26,88,440,3,39,189,0
69,95,137,2,38,217,0
73,15,246,1,48,171,0
97,61,141,1,37,210,0
44,88,323,7,88,265,1
79,97,393,0,31,278,0
92,30,209,7,29,240,0
39,80,222,8,56,247,0
80,41,82,5,74,224,0
83,62,122,0,23,74,0
72,68,482,9,82,217,0
37,78,466,6,31,291,0
69,71,245,4,37,230,0
88,13,333,8,27,273,0
46,95,136,6,51,283,0
31,27,358,4,68,253,1
77,90,273,1,82,200,0
29,65,93,3,78,34,0
77,33,385,1,86,135,0
73,75,488,8,58,16,0
26,22,187,1,69,20,0
21,71,319,1,45,121,0
31,63,408,1,42,153,0
26,24,85,0,82,113,0
19,78,83,8,85,240,0
74,12,137,7,58,9,0
31,46,195,1,85,184,1
99,46,65,1,65,5,0
91,12,282,4,34,12,0
59,72,470,3,35,148,0
23,44,90,1,35,147,0
73,61,304,7,58,279,0
56,96,330,7,30,157,0
38,37,175,3,55,291,0
85,27,57,3,37,134,0
45,45,417,8,42,125,0
61,42,399,3,68,63,0
85,73,389,9,61,221,0
16,35,451,8,63,35,0
38,57,373,2,20,248,0
20,49,225,1,26,144,0
42,26,277,7,67,217,0
15,49,372,2,35,33,0
88,16,451,1,67,168,0
41,66,416,7,62,108,0
60,17,67,7,70,67,0
84,65,105,4,85,19,0
67,40,456,8,50,290,0
96,68,84,5,58,183,1
35,67,439,4,28,15,0
55,21,167,2,60,17,0
38,57,331,6,82,219,0
13,40,303,8,33,230,0
90,92,262,3,77,67,0
22,72,110,6,83,259,0
48,83,137,2,47,134,1
24,48,320,1,23,267,0
38,85,396,0,53,175,0
38,29,81,5,23,194,0
84,57,445,4,89,288,0
41,80,182,1,77,29,0
11,63,113,2,23,164,1
56,87,248,8,69,221,0
87,84,305,2,24,180,0
93,80,391,6,64,225,1
31,38,204,0,54,284,0
84,83,280,6,46,85,0
36,82,350,8,21,129,0
76,57,84,7,73,174,0
90,83,75,6,67,74,0
65,92,72,9,68,82,0
30,65,190,7,20,94,0
56,26,436,3,52,115,0
89,18,334,1,54,168,0
68,43,499,8,73,132,0
93,54,369,2,75,159,1
15,97,205,3,34,198,0
28,18,469,6,88,177,0
66,16,162,1,23,25,0
78,25,439,7,83,113,0
12,28,188,9,41,133,0
10,15,471,7,43,284,0
67,20,423,4,66,31,0
47,85,467,8,25,96,0
24,70,258,7,46,299,0
43,51,372,0,29,59,1
70,22,413,8,58,200,0
44,21,479,4,56,225,0
73,94,135,8,73,160,0
34,83,334,8,70,105,0
33,29,109,9,79,240,0
21,59,103,9,70,289,0
27,45,142,2,81,73,0
24,97,374,7,68,271,0
89,78,422,6,70,142,0
36,46,314,6,47,252,0
81,21,431,9,55,107,0
69,49,262,1,44,112,0
55,63,382,1,55,204,0
98,11,59,1,79,219,0
26,59,407,1,26,159,0
62,50,252,3,84,91,0
17,54,245,6,55,213,0
88,18,107,1,49,182,0
36,71,305,4,66,78,1
55,95,272,6,48,262,0
59,56,418,8,24,277,0
80,14,229,7,84,28,0
12,85,467,8,88,75,0
73,10,411,6,82,87,1
53,53,84,2,75,296,0
62,31,408,0,36,14,0
33,47,152,9,70,47,0
69,28,210,6,56,55,0
12,89,249,5,28,211,0
29,40,209,1,57,111,0
55,76,232,0,72,263,0
24,96,402,9,32,198,0
34,51,185,3,72,239,0
87,91,479,3,68,167,0
80,35,447,5,89,73,0
26,22,275,4,54,296,0
93,67,441,8,35,261,1
18,27,292,7,32,189,1
47,76,155,8,30,259,0
57,96,120,9,21,120,0
69,12,126,6,38,18,0
72,64,103,8,64,219,0
95,98,326,2,65,97,0
11,67,160,8,66,238,0
97,72,273,1,68,184,0
81,61,124,8,61,58,0
20,98,63,5,52,34,0
73,33,307,3,60,16,0
86,81,238,1,88,115,0
90,18,413,9,38,116,0
81,46,288,2,58,173,0
30,92,450,4,26,108,0
27,62,383,8,58,15,0
73,89,353,6,53,276,0
91,33,140,2,63,18,0
47,30,441,3,88,179,0
41,49,233,1,87,162,0
20,71,66,7,82,114,0
54,79,61,5,67,156,0
98,78,215,2,22,238,0
42,23,195,4,53,145,0
50,51,331,4,28,123,0
17,59,86,0,80,13,0
20,70,119,4,39,181,0
95,13,218,5,59,53,0
60,81,384,9,31,153,0
97,97,219,9,47,161,0
50,84,302,1,67,96,0
26,26,395,2,26,156,0
85,94,346,9,33,174,0
55,66,480,4,38,88,1
41,99,191,2,73,52,0
88,57,434,4,79,221,0
89,53,322,4,86,81,1
63,54,274,7,53,47,0
95,89,232,9,60,268,0
29,99,270,8,50,67,0
42,42,102,7,58,249,0
83,40,167,2,71,124,0
49,56,414,0,66,266,1
41,15,208,2,39,254,0
11,81,495,0,71,56,0
42,80,185,8,81,281,1
86,43,463,2,24,146,0
39,62,126,7,76,255,0
42,23,385,5,23,229,0
86,25,499,2,30,157,0
35,52,94,8,38,60,0
31,82,67,7,46,13,0
75,83,404,2,48,245,0
47,90,478,6,37,168,0
99,21,452,4,56,137,1
55,79,254,1,80,85,0
24,28,373,7,66,139,0
53,50,132,0,39,138,0
58,62,99,3,89,56,0
84,38,330,3,68,206,0
70,79,215,9,34,202,0
76,68,292,4,37,110,0
15,98,426,3,57,248,0
18,73,213,0,41,237,0
15,33,373,6,79,18,0
82,98,105,9,85,229,0
41,25,88,1,45,215,0
50,61,368,9,83,205,0
85,89,177,2,77,169,0
17,15,440,4,22,53,1
81,46,171,7,49,137,0
59,94,296,9,38,74,0
71,13,235,7,29,123,0
93,47,257,1,65,143,0
71,50,364,8,38,247,0
16,90,353,5,77,185,0
84,23,438,8,25,187,0
93,80,288,3,70,54,0
89,95,264,2,33,185,0
13,60,341,4,77,129,0
15,74,273,4,27,235,0
67,61,137,3,21,7,0
31,39,74,6,37,177,0
35,66,478,7,76,85,0
12,88,269,4,54,279,0
50,91,324,8,85,223,0
69,39,184,6,75,144,0
23,51,491,6,62,67,0
84,20,282,7,27,31,0
91,36,115,3,24,200,0
21,33,129,9,32,156,0
96,48,472,5,26,256,0
21,81,304,4,40,252,0
22,27,174,0,56,158,0
34,86,195,8,64,214,0
54,54,152,1,71,26,0
28,97,434,5,67,74,0
64,96,496,7,81,23,0
54,21,436,2,70,105,0
17,58,432,4,23,166,0
62,40,326,6,75,143,0
64,31,431,3,53,92,1
41,53,173,4,64,41,0
60,73,463,0,35,175,0
53,86,316,3,28,264,0
91,34,327,6,35,275,0
79,60,160,9,50,259,0
27,16,430,6,32,144,1
92,15,362,9,24,72,0
31,33,138,9,66,72,1
46,28,436,3,58,173,0
65,92,207,5,37,109,0
68,18,265,4,39,62,0
12,45,433,0,21,191,0
37,49,350,7,59,60,0
83,33,85,6,49,8,0
44,57,136,4,29,289,0
70,72,167,9,83,21,0
63,78,377,9,61,241,0
72,62,497,6,72,254,0
88,63,231,9,72,28,1
16,51,117,2,59,120,0
85,54,483,7,35,242,0
58,99,408,4,67,173,0
94,23,208,1,80,292,0
40,38,334,1,57,245,0
67,15,492,3,63,294,0
70,16,213,6,34,255,0
33,46,410,9,80,169,0
29,62,122,3,26,145,1
46,27,168,8,49,124,1
13,96,390,1,55,165,0
29,47,244,5,30,109,0
69,68,138,3,89,96,1
33,10,394,5,48,208,0
59,77,125,9,25,44,1
58,53,270,8,70,58,0
60,56,188,9,57,93,0
45,44,421,8,41,139,0
75,96,444,8,73,6,0
88,69,290,8,59,101,1
43,99,203,2,26,60,0
45,61,102,8,59,128,0
15,17,191,2,43,189,0
48,89,369,9,60,129,0
51,50,443,2,70,268,0
67,12,80,4,58,195,0
21,78,272,5,62,219,0
12,93,341,8,88,225,0
27,23,315,0,78,203,0
49,35,331,7,44,178,0
30,79,325,3,44,221,0
24,67,430,9,43,210,0
35,49,93,6,81,71,0
17,60,111,5,62,178,0
96,14,250,5,78,82,0
51,86,384,6,73,46,0
53,41,58,3,45,68,0
23,89,120,5,73,203,0
87,10,139,2,80,94,0
11,86,73,4,63,11,0
46,63,189,1,28,267,0
78,20,365,2,61,126,0
47,62,389,8,48,168,0
50,17,425,5,77,120,0
71,34,127,2,82,17,0
69,49,263,1,68,24,0
23,41,65,4,30,205,0
98,97,78,9,73,258,0
93,37,465,4,49,90,0
11,87,424,0,85,184,0
79,12,340,2,84,241,0
26,93,92,6,77,65,0
98,88,401,8,76,219,0
37,71,424,4,56,219,0
75,36,102,3,73,94,0
44,54,325,2,88,100,0
14,34,420,9,43,65,0
74,70,281,8,82,60,0
49,53,261,6,70,224,0
85,55,57,6,34,98,0
65,23,171,7,66,44,0
45,17,91,9,65,252,0
54,57,382,0,49,221,0
32,23,282,3,39,158,0
56,74,119,4,76,66,1
40,89,416,4,68,244,0
20,91,65,0,75,194,0
19,16,118,2,75,150,0
76,88,102,1,44,14,1
23,97,222,6,28,296,1
89,58,484,4,41,134,0
83,64,311,2,56,64,0
19,22,428,7,47,179,0
85,82,338,0,33,77,0
10,65,64,0,49,243,0
14,65,319,5,58,183,0
29,24,216,0,76,71,0
17,66,112,3,24,85,0
52,67,310,5,31,81,0
85,44,170,0,54,252,0
10,97,395,8,60,199,1
66,25,289,3,82,72,0
73,17,156,8,61,60,0
93,96,229,8,84,103,0
37,54,65,5,84,274,0
46,49,404,6,62,80,0
56,63,471,0,79,70,0
85,23,358,4,39,37,0
46,68,264,2,82,273,0
58,62,126,9,43,34,0
53,36,274,9,54,30,1
65,56,142,5,60,214,0
37,89,230,3,35,273,0
88,15,223,8,25,127,0
15,64,403,6,39,37,0
70,53,403,3,75,147,0
29,27,268,5,27,149,0
87,25,192,1,25,266,0
11,21,364,2,27,9,0
82,29,483,6,81,165,1
46,54,442,3,33,148,0
29,73,331,9,22,156,0
35,68,308,6,21,9,0
38,99,405,8,41,199,0
10,31,96,4,89,129,0
44,56,54,0,25,80,0
79,38,111,4,69,173,0
68,95,133,5,63,221,0
78,54,182,1,27,187,0
42,86,443,7,43,117,0
60,18,385,1,46,280,1
87,33,112,8,72,182,0
21,24,330,1,70,129,0
29,45,93,2,47,295,0
62,22,202,7,78,203,0
97,53,463,5,88,142,1
52,80,319,0,44,222,0
98,81,391,3,63,172,0
59,87,220,4,66,138,0
